N-Number;Company_ID;Airplane_Model;Engine_Type_Id;Aircraft_Type;Year
N423UA;89;A320-232;1;Fixed Wing Multi-Engine;1995
N423WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N423YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N424UA;89;A320-232;1;Fixed Wing Multi-Engine;1995
N424WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N424YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N425LV;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N425UA;89;A320-232;1;Fixed Wing Multi-Engine;1995
N425YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N426SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N426UA;89;A320-232;1;Fixed Wing Multi-Engine;1995
N426WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N426YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N427SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N427UA;89;A320-232;1;Fixed Wing Multi-Engine;1995
N427WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N427YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N428AS;11;737-990ER;1;Fixed Wing Multi-Engine;2016
N428UA;89;A320-232;1;Fixed Wing Multi-Engine;1995
N428WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N428YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N429SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N429UA;89;A320-232;1;Fixed Wing Multi-Engine;1995
N429WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N429YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N430SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N430UA;89;A320-232;1;Fixed Wing Multi-Engine;1996
N430WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N430YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N431AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N431SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N431UA;89;A320-232;1;Fixed Wing Multi-Engine;1996
N431WN;80;737-7H4;1;Fixed Wing Multi-Engine;2002
N431YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N432SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N432UA;89;A320-232;1;Fixed Wing Multi-Engine;1996
N432WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N432YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;None
N433AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N433LV;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N433SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N433UA;89;A320-232;1;Fixed Wing Multi-Engine;1996
N433YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N434AS;11;737-990ER;1;Fixed Wing Multi-Engine;2016
N434UA;89;A320-232;1;Fixed Wing Multi-Engine;1996
N434WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N434YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N435AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N435SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N435UA;89;A320-232;1;Fixed Wing Multi-Engine;1996
N435WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N435YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N436UA;89;A320-232;1;Fixed Wing Multi-Engine;1996
N436WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N436YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N437SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N437UA;89;A320-232;1;Fixed Wing Multi-Engine;1997
N437WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N437YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N438SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N438UA;89;A320-232;1;Fixed Wing Multi-Engine;1997
N438WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N438YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N439SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N439UA;89;A320-232;1;Fixed Wing Multi-Engine;1997
N439WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N439YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N440AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N440LV;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N440SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2001
N440UA;89;A320-232;1;Fixed Wing Multi-Engine;1997
N440YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N441SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N441UA;89;A320-232;1;Fixed Wing Multi-Engine;1997
N441WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N441YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2014
N442AS;11;737-990ER;1;Fixed Wing Multi-Engine;2013
N442SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N442UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N442WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N442YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N443SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;None
N443UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N443WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N443YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N444UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N444WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N444YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N445SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N445UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N445WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N445YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N446SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N446UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N446WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N446YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N447SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N447UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N447WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N447YX;73;ERJ 170-200 LR;1;Fixed Wing Multi-Engine;2015
N448AS;11;737-990ER;1;Fixed Wing Multi-Engine;2016
N448SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N448UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N448WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N449SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N449UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N449WN;80;737-7H4;1;Fixed Wing Multi-Engine;2003
N450WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N451UA;89;A320-232;1;Fixed Wing Multi-Engine;1998
N451WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N452SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N452UA;89;A320-232;1;Fixed Wing Multi-Engine;1999
N452WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N453AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N453SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N453UA;89;A320-232;1;Fixed Wing Multi-Engine;1999
N453WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N45440;89;737-924ER;1;Fixed Wing Multi-Engine;2009
N454SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N454UA;89;A320-232;1;Fixed Wing Multi-Engine;1999
N454WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N455CA;33;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N455SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N455UA;89;A320-232;1;Fixed Wing Multi-Engine;1999
N455WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N456UA;89;A320-232;1;Fixed Wing Multi-Engine;1999
N456WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N457AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N457SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N457UA;89;A320-232;1;Fixed Wing Multi-Engine;1999
N457WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N458UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N458WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N45905;89;787-8;1;Fixed Wing Multi-Engine;2012
N45956;89;787-9;1;Fixed Wing Multi-Engine;2015
N459AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N459SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N459UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N459WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N460SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N460UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N460WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N461AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N461SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N461UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N461WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N462AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N462UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N462WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N463SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N463UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N463WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N464AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N464SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N464UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N464WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N465SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N465UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N465WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N466SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N466UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N466WN;93;737-7H4;1;Fixed Wing Multi-Engine;2004
N467AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N467UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N467WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N468AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N468CA;79;CL-600-2B19;1;Fixed Wing Multi-Engine;None
N468UA;89;A320-232;1;Fixed Wing Multi-Engine;2000
N468WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N469AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N469UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N469WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N470UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N470WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N471AS;11;737-990ER;1;Fixed Wing Multi-Engine;2014
N471CA;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N471UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N472AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N472CA;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N472UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N472WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N473UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N473WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N47414;89;737-924ER;1;Fixed Wing Multi-Engine;2008
N474AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N474UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N474WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N47505;89;737-9;1;Fixed Wing Multi-Engine;2018
N47512;89;737-9;1;Fixed Wing Multi-Engine;2019
N475HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N475UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N475WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N476HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N476UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N476WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N477AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N477CA;33;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N477HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N477UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N477WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N478AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N478HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N478PX;21;CL-600-2D24;1;Fixed Wing Multi-Engine;2019
N478UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N478WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N479AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N479CA;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N479HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N479PX;21;CL-600-2D24;1;Fixed Wing Multi-Engine;2019
N479UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N479WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N480HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N480PX;21;CL-600-2D24;1;Fixed Wing Multi-Engine;2020
N480UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N480WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N48127;89;757-224;1;Fixed Wing Multi-Engine;1998
N481AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N481HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N481UA;93;A320-232;1;Fixed Wing Multi-Engine;2001
N481WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N482PX;21;CL-600-2D24;1;Fixed Wing Multi-Engine;2020
N482UA;93;A320-232;1;Fixed Wing Multi-Engine;2001
N482WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N483AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N483HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N483UA;93;A320-232;1;Fixed Wing Multi-Engine;2001
N483WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N484HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N484UA;93;A320-232;1;Fixed Wing Multi-Engine;2001
N484WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N485HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N485UA;93;A320-232;1;Fixed Wing Multi-Engine;2001
N485WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N486AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N486HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N486UA;89;A320-232;1;Fixed Wing Multi-Engine;2001
N486WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N487AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N487CA;33;CL-600-2B19;1;Fixed Wing Multi-Engine;2002
N487HA;45;717-200;1;Fixed Wing Multi-Engine;2001
N487UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N487WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N4888U;93;A319-132;1;Fixed Wing Multi-Engine;2007
N488HA;45;717-200;1;Fixed Wing Multi-Engine;1998
N488UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N488WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N48901;89;EMB-145LR;1;Fixed Wing Multi-Engine;2001
N489HA;45;717-200;1;Fixed Wing Multi-Engine;1998
N489UA;93;A320-232;1;Fixed Wing Multi-Engine;2002
N489WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N4901U;89;A320-232;1;Fixed Wing Multi-Engine;2006
N490HA;45;717-200;1;Fixed Wing Multi-Engine;2000
N490UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N490WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N491AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N491HA;93;717-200;1;Fixed Wing Multi-Engine;2003
N491UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N491WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N492AS;11;737-990ER;1;Fixed Wing Multi-Engine;2015
N492HA;93;717-200;1;Fixed Wing Multi-Engine;2004
N492SW;79;CL-600-2B19;1;Fixed Wing Multi-Engine;1997
N492UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N492WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N493AS;11;737-990ER;1;Fixed Wing Multi-Engine;2016
N493HA;93;717-200;1;Fixed Wing Multi-Engine;2005
N493UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N493WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N494AS;11;737-990ER;1;Fixed Wing Multi-Engine;2016
N494CA;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N494HA;23;717-200;1;Fixed Wing Multi-Engine;2004
N494UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N494WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N495AS;11;737-990ER;1;Fixed Wing Multi-Engine;2016
N495HA;23;717-200;1;Fixed Wing Multi-Engine;2004
N495UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N495WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N496CA;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N496UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N496WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N497UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N497WN;80;737-7H4;1;Fixed Wing Multi-Engine;2004
N498CA;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N498UA;89;A320-232;1;Fixed Wing Multi-Engine;2002
N498WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N499WN;80;737-7H4;1;Fixed Wing Multi-Engine;2005
N5007E;16;A319-115;1;Fixed Wing Multi-Engine;2013
N500AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2001
N500WR;80;737-8H4;1;Fixed Wing Multi-Engine;2014
N501AA;55;DC-9-82(MD-82);;NULL;1989
N501BG;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2001
N501DN;33;A350-941;1;Fixed Wing Multi-Engine;2017
N501MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N502AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2001
N502MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N502NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N502UA;89;757-222;1;Fixed Wing Multi-Engine;1989
N503AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N503DN;33;A350-941;1;Fixed Wing Multi-Engine;2017
N503JB;88;A320-232;1;Fixed Wing Multi-Engine;1999
N503MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N503NK;82;A319-132;1;Fixed Wing Multi-Engine;None
N504AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;None
N504DN;33;A350-941;1;Fixed Wing Multi-Engine;2017
N504JB;88;A320-232;1;Fixed Wing Multi-Engine;1999
N504MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N504NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N505AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N505DN;33;A350-941;1;Fixed Wing Multi-Engine;2017
N505JB;88;A320-232;1;Fixed Wing Multi-Engine;2000
N505MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N505NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N505UA;89;757-222;1;Fixed Wing Multi-Engine;1989
N506AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N506AS;93;737-890;1;Fixed Wing Multi-Engine;2008
N506CA;21;CL-600-2B19;1;Fixed Wing Multi-Engine;2003
N506JB;88;A320-232;1;Fixed Wing Multi-Engine;2000
N506MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N506NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N507AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N507AY;16;A321-231;1;Fixed Wing Multi-Engine;2008
N507DN;33;A350-941;1;Fixed Wing Multi-Engine;2018
N507JB;;NULL;;NULL;NULL
N507JT;48;A320-232;1;Fixed Wing Multi-Engine;2000
N507MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N507NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N508AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2002
N508AS;11;737-890;1;Fixed Wing Multi-Engine;2008
N508AY;16;A321-231;1;Fixed Wing Multi-Engine;2008
N508JB;66;SR22;3;Fixed Wing Single-Engine;2007
N508JL;48;A320-232;1;Fixed Wing Multi-Engine;2000
N508MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N508NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N509AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N509AY;16;A321-231;1;Fixed Wing Multi-Engine;2009
N509DN;33;A350-941;1;Fixed Wing Multi-Engine;2018
N509JB;88;A320-232;1;Fixed Wing Multi-Engine;2000
N509MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N509NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N510AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N510DN;33;A350-941;1;Fixed Wing Multi-Engine;2018
N510JB;88;A320-232;1;Fixed Wing Multi-Engine;2000
N510MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N510NK;82;A319-132;1;Fixed Wing Multi-Engine;2005
N510UA;89;757-222;1;Fixed Wing Multi-Engine;1990
N510UW;16;A321-231;1;Fixed Wing Multi-Engine;2009
N511AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N511DN;33;A350-941;1;Fixed Wing Multi-Engine;2018
N511MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N512AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;None
N512AS;93;737-890;1;Fixed Wing Multi-Engine;2008
N512DN;33;A350-941;1;Fixed Wing Multi-Engine;2019
N512MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N512NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N512UA;89;757-222;1;Fixed Wing Multi-Engine;1990
N513AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N513AS;93;737-890;1;Fixed Wing Multi-Engine;2008
N513DZ;33;A350-941;1;Fixed Wing Multi-Engine;2019
N513MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N514AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N514AS;11;737-890;1;Fixed Wing Multi-Engine;2008
N514MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N514NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N515AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N515MJ;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N515NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N516AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N516AS;93;737-890;1;Fixed Wing Multi-Engine;2008
N516JB;88;A320-232;1;Fixed Wing Multi-Engine;2000
N516LR;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2006
N516NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N517AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N517AS;11;737-890;1;Fixed Wing Multi-Engine;2008
N517JB;88;A320-232;1;Fixed Wing Multi-Engine;2000
N517NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N518AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N518AS;11;737-890;1;Fixed Wing Multi-Engine;2009
N518LR;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2006
N518UA;89;757-222;1;Fixed Wing Multi-Engine;1990
N519AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2003
N519AS;11;737-890;1;Fixed Wing Multi-Engine;2009
N519JB;88;A320-232;1;Fixed Wing Multi-Engine;2001
N519LR;60;CL-600-2C10;1;Fixed Wing Multi-Engine;2006
N519NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N519UW;16;A321-231;1;Fixed Wing Multi-Engine;2009
N520AS;11;737-890;1;Fixed Wing Multi-Engine;2009
N520DC;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N520JB;88;A320-232;1;Fixed Wing Multi-Engine;2001
N521AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N521JB;48;A320-232;1;Fixed Wing Multi-Engine;2001
N521LR;93;CL-600-2C10;1;Fixed Wing Multi-Engine;2006
N521NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N521UW;16;A321-231;1;Fixed Wing Multi-Engine;2009
N521VA;21;A319-112;1;Fixed Wing Multi-Engine;2006
N522AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N522LR;93;CL-600-2C10;1;Fixed Wing Multi-Engine;2006
N522NK;42;A319-132;1;Fixed Wing Multi-Engine;2006
N522VA;21;A319-112;1;Fixed Wing Multi-Engine;2006
N523AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N523AS;93;737-890;1;Fixed Wing Multi-Engine;2009
N523JB;88;A320-232;1;Fixed Wing Multi-Engine;2001
N523NK;42;A319-132;1;Fixed Wing Multi-Engine;2006
N523UW;16;A321-231;1;Fixed Wing Multi-Engine;2009
N523VA;93;A319-112;1;Fixed Wing Multi-Engine;2007
N524AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2004
N524AS;11;737-890;1;Fixed Wing Multi-Engine;2009
N524EA;21;GVI(G650ER);1;Fixed Wing Multi-Engine;2012
N524JB;88;A320-232;1;Fixed Wing Multi-Engine;2001
N524NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N524UW;10;A321-231;1;Fixed Wing Multi-Engine;2009
N524VA;62;A319-112;1;Fixed Wing Multi-Engine;2007
N525AE;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2010
N525AS;11;737-890;1;Fixed Wing Multi-Engine;2009
N525EA;;NULL;;NULL;NULL
N525NK;82;A319-132;1;Fixed Wing Multi-Engine;2006
N525VA;88;A319-112;1;Fixed Wing Multi-Engine;2007
N526AS;11;737-890;1;Fixed Wing Multi-Engine;2009
N526EA;16;CL-600-2C10;1;Fixed Wing Multi-Engine;2010
